state,zip_code,name,latitude,longitude,category
Madison,53703,Red Shed Tavern,43.0735699,-89.396101,American
Madison,53703,The Paradise Lounge,43.07282564,-89.3845477,American
Madison,53703,The Pub,43.075139,-89.394834,
Madison,53703,Steep & Brew,43.075134,-89.394564,
Madison,53703,Hawk's Bar & Grill,43.0747496,-89.3927199,American
Madison,53703,Irish Pub,43.0747145,-89.390867,American
Madison,53703,Willalby's Cafe,43.0855462,-89.360907,
Madison,53703,Echo Tap & Grill,43.0681872,-89.391421,
Madison,53703,Willy Street Pub & Grill,43.0794677,-89.3699592,
Madison,53703,Riley's Wines of the World,43.0741857,-89.3929005,
Madison,53703,Walgreens,43.0748912,-89.3970483,
Madison,53703,Angelic Brewing Co,43.0740264,-89.3912776,American
Madison,53703,Main Depot Tavern,43.0672802,-89.392125,
Madison,53703,Campus Inn,43.075514,-89.395657,
Madison,53703,RP's Pasta Company,43.0856215,-89.3608082,
Madison,53703,Einstein Brothers Bagels,43.075166,-89.396619,
Madison,53703,Come Back In,43.0759921,-89.3766298,American
Madison,53703,Espresso Royale,43.0748848,-89.3964994,
Madison,53703,Espresso Royale Caffe,43.074998,-89.388534,
Madison,53703,Sunprint On The Square,43.0753803,-89.3854146,
Madison,53703,Takara Japanese Restaurant,43.074659,-89.3907662,Japanese
Madison,53703,Crave Restaurant & Lounge,43.075138,-89.39081,
Madison,53703,Eldorado Grill,43.07811,-89.372173,
Madison,53703,Bon Appetit Cafe,43.078219,-89.370951,American
Madison,53711,Barriques,43.0649299,-89.4165809,
Madison,53703,Starbucks,43.074689,-89.397007,
Madison,53703,Ground Zero,43.0780481,-89.3720697,
Madison,53703,Maduro,43.074957,-89.381168,
Madison,53703,Marigold Kitchen,43.07434303,-89.3815575,
Madison,53703,In The Company Of Thieves,43.0846632,-89.3760986,
Madison,53705,Glass Nickel Pizza,43.07551474,-89.46667062,Italian
Madison,53705,Lee's Oriental,43.07551817,-89.44278717,
Madison,53705,Bagels Forever,43.07495567,-89.44053019,
Madison,53705,Original Pancake House,43.083424,-89.47598,
Madison,53705,Copps,43.07654822,-89.44945631,
Madison,53705,Knoche Butcher Shop,43.0743449,-89.4728122,
Madison,53705,Smoky's Steakhouse,43.0751264,-89.4416786,
Madison,53705,Party Port,43.0747273,-89.4392829,
Madison,53705,Brennan's Market,43.083756,-89.477559,
Madison,53705,Fannie May Fine Chocolates,43.0733473,-89.4530332,
Madison,53705,Ancora Coffee Roasters,43.0745349,-89.4379686,
Madison,53562,Seafood Center,43.0749188,-89.5298466,
Madison,53705,Steve's,43.075754,-89.44978,
Madison,53705,Whole Foods Market,43.074633,-89.444242,
Madison,53705,Taco Bell,43.0757823,-89.467497,Mexican
Madison,53705,Village Bar,43.0606696,-89.4390295,American
Madison,53705,Bruegger's Bagels,43.061218,-89.486019,
Madison,53705,Hong Kong Wok,43.0733473,-89.4530332,Chinese
Madison,53705,Dairy Queen,43.0748382,-89.438021,
Madison,53705,Perkins Restaurant & Bakery,43.077889,-89.47144,American
Madison,53705,Penzey's Spice House Ltd,43.0752777,-89.4429762,
Madison,53705,McDonald's,43.075451,-89.4547028,
Madison,53705,Walgreens,43.0755739,-89.4505058,
Madison,53703,Madison Sourdough,43.080058,-89.369407,
Madison,53711,Victor Allen's Coffee Llc,43.0571952,-89.4282234,
Madison,53711,Michael's Frozen Custard,43.057669,-89.427763,
Madison,53711,Arbor House,43.053449,-89.435087,
Madison,53711,Maurie's Fine Chocolates,43.066246,-89.414714,
Madison,53711,Ancora Coffee Roasters,43.0647664,-89.417184,
Fitchburg,53711,Rolling Pin Bake Shop,43.014439,-89.427275,
Fitchburg,53711,Copps Food Center,43.018185,-89.421417,
Madison,53711,Tony Frank's Tavern,43.035505,-89.4440259,American
Madison,53711,Bennett's McC,43.0321255,-89.460247,
Madison,53711,Applebee's,43.0524229,-89.4741937,American
Madison,53711,Feiler's,43.0364531,-89.4542172,American
Madison,53711,Copps Food Center,43.052772,-89.475621,
Madison,53711,Gino's Italian Deli,43.035168,-89.456344,Italian
Madison,53711,Le Tigre Lounge,43.0374615,-89.4522307,
Fitchburg,53711,Dry Bean,43.0210008,-89.4715275,American
Madison,53711,Seafood Centers,43.0489143,-89.4736298,
Fitchburg,53711,Starbucks,43.0162463,-89.4290704,
Madison,53711,Einstein Brothers Bagels,43.0352824,-89.4536017,
Fitchburg,53711,Smoothie King,43.0177229,-89.423194,
Fitchburg,53711,Hemmingway Lounge & Cigar Bar,43.017048,-89.422717,
Madison,53713,South Bay Lounge,43.0468807,-89.3546923,American
Madison,53713,PDQ Food Stores,43.036902,-89.405949,
Madison,53713,Parkway Family Restaurant,43.0363518,-89.4049488,American
Madison,53713,Taco Bell,43.0448,-89.393933,Mexican
Madison,53713,Licari's Tavern,43.0366512,-89.4089056,
Madison,53713,The Bar Next Door,43.0513364,-89.378948,
Madison,53713,Yue-Wah Oriental Foods,43.0409812,-89.3941188,
Madison,53713,Mercado Marimar,43.0432039,-89.3942301,
Madison,53713,Pitcher's Pub,43.0372079,-89.3892462,
Fitchburg,53713,Dairy Queen,43.025315,-89.414141,
Fitchburg,53713,Wendy's,43.029714,-89.4109642,
Madison,53713,Club 5,43.032671,-89.406914,
Fitchburg,53713,Stella's Bakery,43.0309174,-89.3941737,
Madison,53715,Madhatters,43.074411,-89.3924846,
Madison,53715,Oriental Shop,43.0556459,-89.3974796,
Madison,53715,Oriental Food Mart,43.0536881,-89.3964366,
Madison,53715,Asian Midway Foods,43.0638871,-89.4005477,
Madison,53715,Lane's Bakery & Gift Shop,43.0625109,-89.4010017,
Madison,53715,Wando's,43.0733854,-89.3959319,
Madison,53715,Rustic Tavern Inc,43.0615682,-89.4010097,
Madison,53715,Greenbush Bakery,43.0674367,-89.4076996,
Madison,53715,Church Key Bar and Grill,43.073527,-89.397051,
Madison,53715,Cargo Coffee,43.052247,-89.394601,
Madison,53717,Copps Food Center,43.0651645,-89.5253839,
Madison,53717,Atlanta Bread Company,43.0760648,-89.5184695,
Madison,53717,The Silly Yak Bakery & Bread Barn,43.0605823,-89.5194309,
Madison,53719,Walmart,43.0518882,-89.5088528,
Madison,53719,India House,43.0492124,-89.503071,
Madison,53719,Wendy's,43.0510499,-89.502386,
Madison,53719,Subway,43.0500921,-89.5036142,
Madison,53719,Sam's Club,43.051236,-89.506039,
Madison,53719,Arby's Restaurant,43.05212947,-89.50249574,
Madison,53719,Griff's Restaurant & Frozen Custard,43.0389912,-89.5021403,
Fitchburg,53719,Barriques Market,43.0148509,-89.4579482,
Madison,53719,Taco Bell,43.0598,-89.5249,Mexican
Middleton,53562,World Market,43.09296347,-89.52686705,
Madison,53719,Gloria Jean's Gourmet Coffee Shop,43.0570899,-89.5093171,
Madison,53719,Starbucks,43.05898,-89.502006,
Madison,53719,Basie's,43.0551586,-89.4961026,American
Madison,53719,Vanilla Bean,43.0565931,-89.4999311,
Madison,53719,Burger King,43.0564785,-89.5013429,
Madison,53719,Steve's Liquor & More,43.060929,-89.527968,
Madison,53719,Steep & Brew West,43.056055,-89.4954923,
Madison,53719,Ginza of Tokyo,43.0566102,-89.4996555,Japanese
Madison,53719,TCBY,43.0563233,-89.4946584,
Madison,53719,Victor Allens Coffee & Tea,43.0595913,-89.5133913,
Fitchburg,53719,Bavaria Sausage,43.00683,-89.4837359,
Madison,53719,Quiznos,43.013988,-89.497992,
Madison,53719,Victor Allen's Coffee & Tea,43.0156633,-89.4966705,
Urbana,61801,Espresso Royale Caffe,40.109243,-88.227253,
Urbana,61801,Urbana Garden Family Restaurant,40.1329741,-88.2188301,
Urbana,61801,Strawberry Fields,40.112635,-88.211251,
Urbana,61801,Courier Cafe,40.11282253,-88.20902299,American
Urbana,61801,Perkins Family Restaurant,40.1165867,-88.2253774,
Urbana,61801,Silvercreek,40.115461,-88.2086039,American
Urbana,61801,Intermezzo Caf??,40.108,-88.222501,American
Urbana,61801,Espresso Royale,40.10685149,-88.22368561,
Urbana,61801,Iron Post,40.11172453,-88.20884227,
Urbana,61801,The Red Herring Vegetarian Restaurant,40.106704,-88.225188,
Urbana,61801,Taco Bell,40.11634,-88.22085,Mexican
Urbana,61801,Bunny's Tavern,40.1132,-88.208287,American
Urbana,61801,Dairy Queen,40.116138,-88.220314,American
Urbana,61801,The Bread Company,40.106757,-88.223626,American
Urbana,61801,Caffe Paradiso,40.1059682,-88.2192225,
Urbana,61801,Mirabelle Fine Pastry,40.1124494,-88.2084424,
Urbana,61801,Crane Alley,40.112222,-88.2080414,American
Phoenix,85003,Safeway Food & Drug,33.450153,-111.683697,
Phoenix,85012,The Good Egg - Park Central,33.48365567,-112.0750091,
Phoenix,85003,Seamus McCaffrey's,33.4504575,-112.0743441,Irish
Phoenix,85003,Jack in The Box,33.466086,-112.077595,
Phoenix,85003,Willo Baking Company,33.4660407,-112.0814642,
Phoenix,85007,The Paper Heart Gallery,33.4530249,-112.083952,
Phoenix,85003,Lo-Lo's Chicken & Waffles,33.4355247,-112.0737901,
Phoenix,85003,Networks Bar & Grill,33.449188,-112.0772,
Phoenix,85003,Portland's Restaurant & Wine Bar,33.459701,-112.0742455,American
Phoenix,85308,Hoot Owl,33.63747138,-112.154392,
Phoenix,85022,Dennys,33.5969746,-112.0368923,
Glendale,85310,McDonald's,33.7116817,-112.2005224,
Buckeye,85326,Crow's Dairy,33.343721,-112.521877,
Phoenix,85007,Bikini Lounge,33.4591334,-112.0915576,
Phoenix,85007,W Y Market,33.4365834,-112.0982575,
Phoenix,85007,Joni's Capitol Cafe,33.4481411,-112.0980531,
Phoenix,85007,Original Hamburger Works,33.4798163,-112.091191,
Phoenix,85009,QuikTrip,33.479867,-112.11792,
Phoenix,85009,Whataburger,33.4296817,-112.1003472,American
Phoenix,85009,Charlen Cafe,33.4382709,-112.1001563,
Phoenix,85009,McDonald's,33.4510435,-112.1348622,
Phoenix,85009,Jimmy Jack's Drive-In,33.4512129,-112.1227955,
Phoenix,85009,Jack In the Box,33.43719,-112.134962,
Phoenix,85009,Kay's Kafe,33.4169675,-112.1515608,
Phoenix,85008,Nu Towne Saloon,33.4511185,-111.9739798,
Phoenix,85013,The Bunkhouse Lounge,33.5012796,-112.0827054,
Phoenix,85013,Cinna-Bear,33.4842799,-112.0786556,
Phoenix,85013,Kfc,33.4805423,-112.0832204,
Phoenix,85013,Charlie's,33.508834,-112.083991,
Phoenix,85013,First Watch,33.479996,-112.077144,American
Phoenix,85013,Mary Coyle Ol Fashion Ice Cream,33.5173987,-112.0820298,
Phoenix,85013,McDonald's,33.5096325,-112.0848642,
Phoenix,85013,The Hidden House Cocktail Lounge,33.4875737,-112.082376,
Phoenix,85013,Taco Bell,33.4944,-112.0832,Mexican
Phoenix,85013,Thomas Market Liquors,33.4800282,-112.0802631,
Phoenix,85013,Subway,33.4887178,-112.0823325,
Phoenix,85013,Maricopa Manor,33.510191,-112.074971,
Phoenix,85013,Garnett's Rite Inn,33.4956431,-112.0834831,
Phoenix,85013,Bruno Mali's Cafe & Gift,33.4875793,-112.0817763,
Phoenix,85013,QuikTrip,33.494381,-112.079261,
Phoenix,85015,Sonic Drive-In,33.5092599,-112.0925451,American
Phoenix,85015,OZ Bar,33.524457,-112.09844,
Phoenix,85015,Jb's,33.5196796,-112.0977034,
Phoenix,85015,Loi Phat Oriental Food Grocery Store,33.5097112,-112.0962274,
Phoenix,85015,The Recovery Room,33.5238668,-112.1033639,
Phoenix,85015,McDonald's,33.4804951,-112.1109547,
Phoenix,85015,Federico's Mexican Food,33.4951572,-112.1082869,Mexican
Phoenix,85015,My Mother's Restaurant,33.4956034,-112.0999297,
Phoenix,85015,Taco Bell,33.523988,-112.096501,Mexican
Phoenix,85015,Whataburger,33.5252497,-112.1114687,American
Phoenix,85017,McDonald's,33.4949436,-112.128213,
Phoenix,85017,Subway,33.5104196,-112.1342181,
Phoenix,85017,Jack in the Box,33.5093623,-112.1172586,
Phoenix,85017,Dairy Queen,33.5097089,-112.118531,
Phoenix,85017,Sun Valley Bakery,33.4965349,-112.1336022,
Phoenix,85017,Bullocks Country Attitudes,33.5239935,-112.1141665,
Phoenix,85017,QuikTrip,33.508989,-112.113988,
Phoenix,85019,Mvp Sports Bar,33.5391278,-112.1514517,
Phoenix,85019,Table Top Grill And Sushi,33.5237411,-112.1496458,Korean
Phoenix,85021,Starbucks,33.553848,-112.098188,
Phoenix,85021,Einstein Bros Bagels,33.5538282,-112.0980631,
Phoenix,85021,El Pollo Loco,33.553485,-112.110289,Mexican
Phoenix,85022,Victorian Cake Company,33.6373522,-112.0684448,
Phoenix,85021,Albertsons,33.55424118,-112.0986481,
Phoenix,85021,QuikTrip,33.579431,-112.09901,
Phoenix,85021,Eye Opener Family Restaurant,33.57144165,-112.081337,
Phoenix,85021,Circle K Stores,33.5671834,-112.0995566,
Phoenix,85021,Subway,33.5674094,-112.1025782,
Phoenix,85021,Sonic Drive-In,33.573218,-112.100373,
Phoenix,85021,Sushi Q,33.5657923,-112.0991561,
Phoenix,85021,First Watch,33.574046,-112.116641,American
Phoenix,85021,Boston Market,33.553471,-112.099212,American
Phoenix,85021,Denny's Restaurant,33.5534301,-112.1097168,
Phoenix,85021,IHOP,33.5396894,-112.0991833,
Phoenix,85021,O'Connor's Pub,33.567221,-112.115581,
Phoenix,85053,Karl's Quality Bakery,33.6298085,-112.1339176,
Phoenix,85023,Stanley's Homemade Polish Sausage,33.640641,-112.096302,
Phoenix,85023,Wendy's,33.611402,-112.112968,
Phoenix,85023,Taco Bell,33.63994,-112.08032,Mexican
Phoenix,85023,Goodcents Subs & Pastas,33.6532509,-112.0993786,
Phoenix,85023,Golden Panda,33.6123561,-112.0995217,Chinese
Phoenix,85023,Shenanigans Bar & Grill,33.64013001,-112.1079817,American
Phoenix,85023,Caramba Fresh Mexican Food,33.6403418,-112.1106724,Mexican
Phoenix,85023,McDonald's,33.639727,-112.099224,
Phoenix,85023,Jack-In-the Box Drive Thru,33.640581,-112.097743,
Phoenix,85023,Sonic Drive-In,33.6427912,-112.099794,American
Phoenix,85023,Walgreens,33.611565,-112.111816,
Phoenix,85027,Sonic Drive-In,33.6539661,-112.1323768,American
Phoenix,85027,Waffle House Restaurant,33.6834879,-112.116182,
Phoenix,85027,Safeway,33.65596,-112.098494,
Phoenix,85027,Taco Bell,33.683674,-112.100217,Mexican
Phoenix,85027,McDonald's,33.655098,-112.082382,
Phoenix,85027,Oriental Express,33.656005,-112.09836,Chinese
Phoenix,85027,McDonald's,33.6832965,-112.1082641,
Phoenix,85027,Bailey's Pub,33.6552463,-112.1326498,
Phoenix,85027,Jack In the Box,33.6834952,-112.1063599,
Phoenix,85027,Cracker Barrel Old Country Store,33.681686,-112.114228,
Phoenix,85027,Jamba Juice,33.666702,-112.123307,
Phoenix,85027,Wendy's,33.671419,-112.117988,
Phoenix,85027,Wendy's,33.684219,-112.1083509,
Phoenix,85027,Sonic Drive-In,33.6835952,-112.1009423,
Phoenix,85027,Jack-In-the Box Drive Thru,33.6659875,-112.117845,
Phoenix,85027,The Flight Line Bar and Grill,33.6866684,-112.1003342,American
Phoenix,85027,7-Eleven Food Stores,33.6672184,-112.1174236,
Phoenix,85027,Arby's,33.6840252,-112.107284,
Phoenix,85029,Quiznos,33.5981674,-112.150726,
Phoenix,85029,A&s Cactus Express,33.5962162,-112.133725,
Phoenix,85029,Henry's Liquors,33.5964054,-112.1326396,
Phoenix,85029,Stackers Restaurant,33.5964011,-112.1201741,American
Phoenix,85029,Fry's & Fry's Marketplace,33.5819402,-112.13594,
Phoenix,85029,Dairy Queen,33.5987628,-112.1197642,
Phoenix,85029,Wendy's,33.5818251,-112.1249576,
Phoenix,85029,Subway,33.5818256,-112.1241636,
Phoenix,85029,Taco Bell,33.58216,-112.134388,Mexican
Phoenix,85029,BullShooters,33.580812,-112.132713,
Phoenix,85031,Rainbow Donuts,33.48011,-112.168572,
Phoenix,85031,Wendy's,33.4947702,-112.1716455,
Phoenix,85031,Rainbow Donuts,33.4949432,-112.167304,
Phoenix,85019,QuikTrip,33.4949344,-112.1511909,
Phoenix,85033,Safeway Food & Drug,33.50851,-112.235769,
Phoenix,85033,Lam's Seafood Market,33.495978,-112.2044876,
Phoenix,85033,El Pollo Loco,33.4947838,-112.2009798,Mexican
Phoenix,85033,Baskin-Robbins Ice Cream & Yogurt Stores,33.4935039,-112.220506,
Phoenix,85033,Jack In the Box,33.5084748,-112.2367926,
Phoenix,85033,KFC,33.494915,-112.225099,
Phoenix,85033,Lim's Chinese Restaurant,33.4946539,-112.2220681,Chinese
Phoenix,85033,The Nugget,33.4951092,-112.2385145,
Phoenix,85035,Waffle House,33.46708766,-112.1681035,
Phoenix,85035,Sonic Drive-In,33.465469,-112.167962,American
Phoenix,85035,El Pollo Loco,33.4656138,-112.1672669,Mexican
Phoenix,85035,Church's Chicken,33.466237,-112.204726,
Phoenix,85035,Walmart,33.471069,-112.222977,
Phoenix,85035,QuikTrip,33.471342,-112.237276,
Phoenix,85035,Walmart Supercenter,33.471069,-112.222977,
Phoenix,85035,Taco Bell,33.46898,-112.22115,Mexican
Phoenix,85035,Whataburger,33.4706577,-112.2212155,American
Phoenix,85037,Jack in the Box,33.49023262,-112.2556433,
Phoenix,85037,Food City,33.4798838,-112.254211,
Phoenix,85037,Subway,33.479717,-112.2535839,
Phoenix,85031,Sonic Drive-In,33.4938603,-112.279707,American
Phoenix,85043,Carl's Jr,33.4606832,-112.1696783,
Phoenix,85043,Waffle House,33.462094,-112.1858875,American
Phoenix,85043,B-51 Chevron,33.4364093,-112.1696626,
Phoenix,85043,McDonald's,33.4652322,-112.1697371,
Phoenix,85339,Danzeisen Dairy,33.392632,-112.189423,
Phoenix,85051,Taco Bell,33.538767,-112.134228,Mexican
Phoenix,85051,Caffe Sarajevo,33.5527616,-112.1324438,
Phoenix,85051,Romanelli's Deli & Bakery,33.5671173,-112.1333288,
Phoenix,85051,Trader Joe's,33.5738233,-112.1246308,
Phoenix,85051,Food City,33.53989,-112.1351424,
Phoenix,85051,QuikTrip,33.5537428,-112.117295,
Phoenix,85051,The Place,33.579999,-112.118976,American
Phoenix,85051,Final Score Sports Grill,33.5792069,-112.1338122,
Phoenix,85051,Safeway Food & Drug,33.553947,-112.1319755,
Phoenix,85051,New Tokyo Food Market,33.5527619,-112.1332565,Japanese
Phoenix,85051,Manila Oriental Foodmart,33.5675237,-112.1371293,
Phoenix,85051,O'Brien's Sports Bar,33.552446,-112.133841,
Phoenix,85051,Mi Pueblo,33.57412415,-112.1256146,Mexican
Phoenix,85051,Schlotzsky's,33.5679047,-112.1178872,
Phoenix,85051,Walgreens,33.5675573,-112.1335781,
Phoenix,85051,Water N Ice,33.5557348,-112.1342351,
Phoenix,85051,Swensen's Grill &  Ice Cream Parlor,33.58154987,-112.1220526,American
Phoenix,85051,Mimi's Cafe,33.5800411,-112.1246212,American
Phoenix,85051,Metro Sportz Bar,33.57948066,-112.1188045,
Phoenix,85051,Western Market,33.5678524,-112.1494283,
Phoenix,85051,Seoul Market,33.56659,-112.1512198,
Phoenix,85053,Desert Swirl Frozen Yogurt,33.6106422,-112.1506612,
Phoenix,85053,QuikTrip,33.611312,-112.119077,
Phoenix,85053,Santisi Brothers,33.64161384,-112.1173872,
Phoenix,85053,Applebee's,33.639942,-112.1187291,American
Phoenix,85053,Baker Wee,33.60990161,-112.1506691,
Phoenix,85053,Safeway Food & Drug,33.640568,-112.1340369,
Phoenix,85053,Hardtailz,33.6382871,-112.134828,
Phoenix,85053,Open Sesame Market,33.625581,-112.1339924,
Phoenix,85053,Dave's Place,33.6411554,-112.1176137,
Phoenix,85053,The American Legion Post 105,33.612087,-112.1350137,
Phoenix,85053,McDonald's,33.610303,-112.12003,
Phoenix,85053,Kfc,33.61116,-112.135541,
Phoenix,85053,Villa Deli,33.62758,-112.134346,
Phoenix,85053,Bagel Gourmet,33.638925,-112.1209326,
Phoenix,85053,Burger King,33.6392782,-112.13608,
Phoenix,85053,Taco Bell,33.63929,-112.150139,Mexican
Phoenix,85053,Greenway Liquor,33.625972,-112.134316,
Phoenix,85053,The Good Egg,33.71432706,-112.139833,
Phoenix,85053,Denny's,33.6394497,-112.118963,
Chandler,85225,Bosa Donuts,33.3224379,-111.8416345,
Mesa,85201,Beer World,33.4431437,-111.8400477,
Mesa,85201,Sweet Cakes Caf??,33.4150314,-111.8321555,
Mesa,85201,Subway,33.422657,-111.855375,
Mesa,85202,McDonald's,33.4151843,-111.8314724,
Mesa,85201,Walgreens,33.43607378,-111.822258,
Mesa,85201,La Salsita,33.4149425,-111.8397168,Mexican
Mesa,85201,Jiffy Mart,33.429983,-111.840312,
Mesa,85201,Fry's Food Stores of Arizona,33.41457,-111.8586573,
Mesa,85201,Sun Devil Liquors,33.4203377,-111.8395466,
Mesa,85201,Inside The Bungalow Caf??,33.4165461,-111.836832,
Mesa,85201,The Woodshed II,33.4228477,-111.8747053,
Mesa,85201,Sluggo's Sports Grill,33.419082,-111.828174,
Mesa,85201,Jack in the Box,33.451084,-111.840723,
Mesa,85203,Bashas',33.43450792,-111.8234289,
Scottsdale,85259,Blue Adobe Grille,33.585313,-111.8348455,Mexican
Mesa,85201,Pete's Fish & Chips,33.419736,-111.833566,
Mesa,85201,El Charro Restaurant & Cocktail Lounge,33.417567,-111.839593,Mexican
Mesa,85201,Grandma's Kitchen,33.4148655,-111.8402581,American
Mesa,85203,Fry's Marketplace Stores,33.4503792,-111.8030161,
Mesa,85203,Jack in the Box,33.4244422,-111.8050028,
Mesa,85203,Flor De Michoacan,33.4154308,-111.8148268,
Mesa,85203,Sprouts Farmers Market,33.4360779,-111.7892764,
Mesa,85203,McDonald's,33.4156077,-111.7885651,
Mesa,85203,Sandee's Water & Ice,33.4503349,-111.7875664,
Mesa,85203,Bashas',33.45252027,-111.7886513,
Mesa,85203,Taco Bell,33.451483,-111.804536,Mexican
Mesa,85203,Arby's Roast Beef,33.4514672,-111.788836,
Mesa,85203,Hambone Sports Bar and Grill,33.414691,-111.8118011,American
Mesa,85203,Dairy Queen,33.4149159,-111.8176645,
Mesa,85203,Jamba Juice,33.4241975,-111.7897242,
Mesa,85203,Little Caesar's Pizza,33.4356882,-111.8153347,
Mesa,85203,Dennys,33.415472,-111.804988,
Mesa,85203,Fudge Works,33.4217227,-111.8056733,
Mesa,85203,Walmart Neighborhood Market,33.45151,-111.8149967,
Mesa,85205,Arbys Restaurant Higley Rd,33.450327,-111.71816,
Mesa,85205,Superstition Ranch Market,33.4148166,-111.7282278,
Mesa,85205,Bashas',33.43629858,-111.7211187,
Mesa,85205,Bagel Nosh,33.4351498,-111.7190439,
Mesa,85205,Sonic Drive-In,33.437944,-111.683737,American
Mesa,85205,KFC,33.4369964,-111.7172774,
Mesa,85205,Safeway,33.44987556,-111.6820927,
Mesa,85205,Baskin-Robbins,33.4157248,-111.735686,
Mesa,85205,Midwestern Meats,33.41594,-111.738214,American
Mesa,85205,Taco Bell,33.415549,-111.735609,Mexican
Mesa,85205,Applebee's,33.4369077,-111.7182907,American
Mesa,85207,Sushi Kee,33.4155563,-111.6834091,
Mesa,85207,McDonald's,33.414655,-111.633356,
Mesa,85207,The Little Kitchen,33.41462573,-111.677297,
Mesa,85207,Kfc,33.415089,-111.683186,
Mesa,85213,Lindsay Water & Ice,33.4241173,-111.771525,
Mesa,85213,McDonald's,33.423173,-111.753032,
Mesa,85209,Bahama Bucks,33.375057,-111.687177,
Mesa,85213,Bread Basket,33.4234099,-111.769873,
Mesa,85213,19th Donut Hole,33.4180666,-111.7720394,
Mesa,85213,Sonic Drive-In,33.4518011,-111.7664825,American
Mesa,85213,Orange Patch,33.4752258,-111.7725397,
Mesa,85215,McDonald's,33.45222934,-111.6850752,
Mesa,85215,Taco Bell,33.452196,-111.684205,Mexican
Mesa,85215,Target Stores,33.45455224,-111.68257,
Mesa,85215,Starbucks,33.467153,-111.6843762,
Mesa,85215,Bashas',33.468215,-111.684179,
Mesa,85215,Orange Patch Too,33.4516709,-111.747846,
Mesa,85215,Tom's BBQ,33.4516018,-111.7226332,
Mesa,85215,Wendy's,33.45279777,-111.6835678,
Mesa,85215,Tropical Smoothie Cafe,33.4671546,-111.6843776,
Apache Junction,85219,Waffle House,33.388722,-111.545112,
Bapchule,85221,Casa Blanca Market,33.11755522,-111.9143051,
Chandler,85225,Takamatsu Of Chandler,33.3511661,-111.8429155,Korean
Chandler,85225,Walgreens,33.3204743,-111.8410587,
Chandler,85225,Panda Express,33.29287417,-111.8234866,Chinese
Chandler,85225,Walmart Supercenter,33.3375252,-111.8544058,
Chandler,85225,Mama Mia Panaderia & Market,33.2933444,-111.8414237,
Chandler,85225,Churchs Chicken,33.317777,-111.841123,
Chandler,85225,Kokopelli Winery,33.30202484,-111.8420258,
Chandler,85225,Bashas',33.292803,-111.82274,
Chandler,85225,Flor De Michoacan,33.3129825,-111.8416858,
Chandler,85225,Hoosier Cafe,33.3344463,-111.8463705,
Chandler,85225,Wendy's,33.335625,-111.855949,
Chandler,85225,Jack In the Box,33.3196949,-111.8073148,
Chandler,85225,McDonald's,33.2922278,-111.8217032,
Chandler,85225,DJ's Smoke Shop,33.335195,-111.8440344,
Chandler,85225,Safeway Food & Drug,33.321821,-111.82279,
Chandler,85225,Food City,33.3214875,-111.8395221,
Chandler,85225,Subway,33.3405799,-111.8419339,
Chandler,85225,Sonic Drive-In,33.3207935,-111.8471271,
Chandler,85225,Kwik Mart,33.313374,-111.8502884,
Chandler,85225,Max & Ted's 480,33.3111879,-111.8416131,
Chandler,85225,Brunchies,33.3021356,-111.8410678,
Chandler,85225,QuikTrip,33.3345055,-111.8407609,
Chandler,85225,Mercado Plaza Del Sol,33.3124418,-111.8415405,
Chandler,85225,McDonald's,33.32016121,-111.8422419,
Chandler,85225,Starbucks,33.3482293,-111.8585458,
Gilbert,85233,Starbucks,33.335917,-111.8088752,
Gilbert,85233,First Round Draft,33.3364486,-111.8236542,American
Gilbert,85233,Walgreens,33.33610334,-111.8061661,
Gilbert,85233,McDonald's,33.350846,-111.823666,
Gilbert,85233,McDonald's,33.3785769,-111.7893634,
Gilbert,85233,Brueggers Bagels,33.363016,-111.841114,
Gilbert,85233,The Good Egg - McQueen,33.348804,-111.823935,
Gilbert,85296,Coffee Cove,33.3403987,-111.790961,
Gilbert,85233,Bagel Nosh,33.3339386,-111.8081201,
Gilbert,85233,Wendy's,33.3664957,-111.841256,
Gilbert,85233,Buffalo Wild Wings,33.3494498,-111.8219701,American
Gilbert,85233,Mesquite Grill and Sports Bar,33.3783296,-111.8323874,
Gilbert,85233,Applebee's,33.3360094,-111.8076143,American
Gilbert,85233,Coffee Island,33.3359514,-111.821208,
Gilbert,85233,Famous Sam's,33.321486,-111.805265,American
Gilbert,85233,Sonic Drive-In,33.3354247,-111.8044657,American
Gilbert,85233,Taco Bell,33.335133,-111.809931,Mexican
Chandler,85249,Albertsons,33.2176764,-111.7909116,
Chandler,85249,Jack in the Box,33.2182753,-111.8262555,
Chandler,85249,Hangar Cafe,33.271662,-111.809029,
Scottsdale,85251,Breakfast Club,33.500545,-111.9264093,American
Scottsdale,85251,Indian Creek Texaco,33.493625,-111.8916874,
Scottsdale,85251,McDonald's,33.494467,-111.908098,
Scottsdale,85251,Bread Basket,33.5009207,-111.9176064,
Scottsdale,85251,Crown Room,33.5014298,-111.9211921,
Scottsdale,85251,Dos Gringos,33.4969773,-111.9275971,Mexican
Scottsdale,85251,Orange Table,33.492272,-111.923057,American
Scottsdale,85251,Mickey's Hangover,33.49867,-111.924644,
Scottsdale,85251,Gelato Old Town,33.49248123,-111.9247437,
Scottsdale,85251,Williams-Sonoma Inc,33.5025941,-111.9296765,
Scottsdale,85251,Rusty Spur Saloon,33.4930044,-111.9248852,American
